battery_id,battery_formula,formula_charge,formula_discharge,framework_formula,working_ion,num_steps,stability_charge,stability_discharge,adj_pairs,capacity_grav,energy_grav,capacity_vol,energy_vol,average_voltage,id_charge,id_discharge,charge_crystal_system,charge_space_group_number,charge_energy_per_atom,charge_formation_energy_per_atom,charge_band_gap,charge_efermi,discharge_crystal_system,discharge_space_group_number,discharge_energy_per_atom,discharge_formation_energy_per_atom,discharge_band_gap,discharge_efermi
mp-1111695_K,K0-3CrF6,K0CrF6,K3CrF6,CrF6,K,2,0.0,0.0,"[InsertionVoltagePairDoc(max_delta_volume=0.25398353503351645, average_voltage=5.763446638000001, capacity_grav=219.51952479902542, capacity_vol=615.2551708758516, energy_grav=1265.189067178301, energy_vol=3545.9903460965434, fracA_charge=0.0, fracA_discharge=0.2222222222222222, formula_charge='CrF6', formula_discharge='K2CrF6', stability_charge=0.0, stability_discharge=0.0, id_charge=MPID(mp-1391848), id_discharge=MPID(mp-1211950)), InsertionVoltagePairDoc(max_delta_volume=0.22129641571523484, average_voltage=4.891730943, capacity_grav=94.61079805746714, capacity_vol=251.88609536511916, energy_grav=462.8105683996363, energy_vol=1232.1590068090022, fracA_charge=0.2222222222222222, fracA_discharge=0.3, formula_charge='K2CrF6', formula_discharge='K3CrF6', stability_charge=0.0, stability_discharge=0.0, id_charge=MPID(mp-1211950), id_discharge=MPID(mp-1111695))]",283.8323942,1553.37914,755.6582861,4135.623146,5.47287474,mp-1391848,mp-1111695,Trigonal,148,-5.083175071,-2.065757746,2.0863,-5.36751013,Cubic,225,-5.533204656,-3.087892844,4.3858,-1.57563725
mp-752954_Li,Li0-4CrCo3O8,Li0CrCo3O8,Li4CrCo3O8,CrCo3O8,Li,4,0.069316946,0.122768149,"[InsertionVoltagePairDoc(max_delta_volume=0.021289447850575183, average_voltage=4.607600038333335, capacity_grav=73.68471737187377, capacity_vol=315.3879898686799, energy_grav=339.50970658722656, energy_vol=1453.181714208803, fracA_charge=0.0, fracA_discharge=0.07692307692307693, formula_charge='CrCo3O8', formula_discharge='LiCrCo3O8', stability_charge=0.06931694625000784, stability_discharge=0.025765854134614408, id_charge=MPID(mp-753507), id_discharge=MPID(mp-758629)), InsertionVoltagePairDoc(max_delta_volume=0.002766559718839545, average_voltage=3.704439483333336, capacity_grav=72.30494117573204, capacity_vol=316.26052957725636, energy_grav=267.849278931476, energy_vol=1171.5679927858987, fracA_charge=0.07692307692307693, fracA_discharge=0.14285714285714285, formula_charge='LiCrCo3O8', formula_discharge='Li2CrCo3O8', stability_charge=0.025765854134614408, stability_discharge=0.042992751825396525, id_charge=MPID(mp-758629), id_discharge=MPID(mp-752954)), InsertionVoltagePairDoc(max_delta_volume=0.020254662030849913, average_voltage=3.2706186833333293, capacity_grav=70.97588889074852, capacity_vol=309.9819499454474, energy_grav=232.1350682722726, energy_vol=1013.8327569876772, fracA_charge=0.14285714285714285, fracA_discharge=0.2, formula_charge='Li2CrCo3O8', formula_discharge='Li3CrCo3O8', stability_charge=0.042992751825396525, stability_discharge=0.05007573345370897, id_charge=MPID(mp-752954), id_discharge=MPID(mp-759149)), InsertionVoltagePairDoc(max_delta_volume=0.005382005212495766, average_voltage=2.0405544183333335, capacity_grav=69.69481390247817, capacity_vol=308.322556340095, energy_grav=142.21606044362127, energy_vol=629.1489546116089, fracA_charge=0.2, fracA_discharge=0.25, formula_charge='Li3CrCo3O8', formula_discharge='Li4CrCo3O8', stability_charge=0.05007573345370897, stability_discharge=0.12276814874999875, id_charge=MPID(mp-759149), id_discharge=MPID(mp-756706))]",278.7792556,949.4672685,1233.290225,4200.343742,3.405803156,mp-753507,mp-756706,Trigonal,166,-7.135981453,-1.255840712,0.7063,0.60258821,Trigonal,166,-6.680667596,-1.793331323,0.33,2.99136584
mp-1340542_Ca,Ca0-1W5O7,Ca0W5O7,Ca1W5O7,W5O7,Ca,1,0.854397105,0.846574927,"[InsertionVoltagePairDoc(max_delta_volume=0.08909569879877988, average_voltage=1.7041013874999988, capacity_grav=50.03665943358998, capacity_vol=540.1460410911955, energy_grav=85.2675407666456, energy_vol=920.4636180761375, fracA_charge=0.0, fracA_discharge=0.07692307692307693, formula_charge='W5O7', formula_discharge='CaW5O7', stability_charge=0.8543971047916674, stability_discharge=0.846574927115384, id_charge=MPID(mp-1345171), id_discharge=MPID(mp-1340542))]",50.03665943,85.26754077,540.1460411,920.4636181,1.704101387,mp-1345171,mp-1340542,Orthorhombic,63,-9.21301989,-0.927489941,0.0,4.85949704,Orthorhombic,63,-8.92077241,-1.118314005,0.0,6.26554023
mp-2657_Li,Li0-0.75TiO2,Li0TiO2,Li0.75TiO2,TiO2,Li,1,0.037212773,0.127006447,"[InsertionVoltagePairDoc(max_delta_volume=0.11106615280384058, average_voltage=1.0266501766666634, capacity_grav=236.28476099263406, capacity_vol=934.5498350292401, energy_grav=242.58179161672808, energy_vol=959.4557532365704, fracA_charge=0.0, fracA_discharge=0.2, formula_charge='TiO2', formula_discharge='Li3Ti4O8', stability_charge=0.03721277250000021, stability_discharge=0.1270064470000012, id_charge=MPID(mp-2657), id_discharge=MPID(mp-558256))]",236.284761,242.5817916,934.549835,959.4557532,1.026650177,mp-2657,mp-558256,Tetragonal,136,-9.394887908,-3.464416566,1.781,3.2964511,Monoclinic,3,-8.103024935,-2.976863288,0.0,5.82834911
mp-1045759_Ca,Ca0-1Ti5O7,Ca0Ti5O7,Ca1Ti5O7,Ti5O7,Ca,1,0.155007673,0.108408885,"[InsertionVoltagePairDoc(max_delta_volume=0.02954178778064609, average_voltage=1.3222768450000004, capacity_grav=136.94879187879212, capacity_vol=661.2659622283661, energy_grav=181.08421645205092, energy_vol=874.3766702412133, fracA_charge=0.0, fracA_discharge=0.07692307692307693, formula_charge='Ti5O7', formula_discharge='CaTi5O7', stability_charge=0.1550076733333423, stability_discharge=0.10840888519230418, id_charge=MPID(mp-1045759), id_discharge=MPID(mp-1341727))]",136.9487919,181.0842165,661.2659622,874.3766702,1.322276845,mp-1045759,mp-1341727,Orthorhombic,63,-9.258616995,-3.082518068,0.0,6.154721,Orthorhombic,63,-8.904119808,-3.048828501,0.0,8.11066188
mp-770576_Li,Li0-1FeH12(SO7)2,Li0FeH12(SO7)2,Li1FeH12(SO7)2,FeH12(SO7)2,Li,1,0.025084184,0.034287987,"[InsertionVoltagePairDoc(max_delta_volume=0.09771550025188103, average_voltage=4.103281043333344, capacity_grav=73.83269561212266, capacity_vol=143.48132458882654, energy_grav=302.9563002834239, energy_vol=588.7441992576903, fracA_charge=0.0, fracA_discharge=0.03333333333333333, formula_charge='FeH12(SO7)2', formula_discharge='LiFeH12(SO7)2', stability_charge=0.02508418366376297, stability_discharge=0.03428798670833544, id_charge=MPID(mp-770576), id_discharge=MPID(mp-780157))]",73.83269561,302.9563003,143.4813246,588.7441993,4.103281043,mp-770576,mp-780157,Monoclinic,14,-5.804228021,-1.43432889,0.0266,-2.12687272,Monoclinic,4,-5.81116055,-1.523293961,2.3468,-1.07399709
mp-558810_Ca,Ca1.5-2TaMnO6,Ca1.5TaMnO6,Ca2TaMnO6,TaMnO6,Ca,1,0.085634092,0.008585782,"[InsertionVoltagePairDoc(max_delta_volume=0.06982909175816276, average_voltage=3.4772319000000094, capacity_grav=65.0460879952463, capacity_vol=365.07573211672707, energy_grav=226.18033214727808, energy_vol=1269.4529816321412, fracA_charge=0.15789473684210525, fracA_discharge=0.2, formula_charge='Ca3Ta2Mn2O12', formula_discharge='Ca2TaMnO6', stability_charge=0.08563409159147284, stability_discharge=0.008585782196426806, id_charge=MPID(mp-1345521), id_discharge=MPID(mp-558810))]",65.046088,226.1803321,365.0757321,1269.452982,3.4772319,mp-1345521,mp-558810,Monoclinic,6,-8.566161431,-2.911849981,0.4045,2.81545034,Monoclinic,11,-8.585856543,-3.113980672,0.4808,3.35328175
mp-1047798_Mg,Mg0-0.5CuMoO4,Mg0CuMoO4,Mg0.5CuMoO4,CuMoO4,Mg,1,0.064671634,0.067093296,"[InsertionVoltagePairDoc(max_delta_volume=0.014045115668787078, average_voltage=2.5195919949999963, capacity_grav=113.74098088265715, capacity_vol=499.9706468981994, energy_grav=286.5808649353906, energy_vol=1259.7220396596729, fracA_charge=0.0, fracA_discharge=0.07692307692307693, formula_charge='CuMoO4', formula_discharge='MgCu2(MoO4)2', stability_charge=0.06467163374999618, stability_discharge=0.06709329634615635, id_charge=MPID(mp-1047798), id_discharge=MPID(mp-1348661))]",113.7409809,286.5808649,499.9706469,1259.72204,2.519591995,mp-1047798,mp-1348661,Monoclinic,14,-7.322091448,-1.532642495,0.1636,0.75110429,Monoclinic,14,-7.269581648,-1.802376456,1.0693,3.41127395
mp-1143147_Y,Y0-0.67FeSiO4,Y0FeSiO4,Y0.67FeSiO4,FeSiO4,Y,1,0.432407462,0.151483474,"[InsertionVoltagePairDoc(max_delta_volume=0.2289978219462936, average_voltage=3.6851138959722243, capacity_grav=258.70322021406724, capacity_vol=1135.0202729881203, energy_grav=953.3508317436216, energy_vol=4182.67898019871, fracA_charge=0.0, fracA_discharge=0.1, formula_charge='FeSiO4', formula_discharge='Y2Fe3(SiO4)3', stability_charge=0.43240746249999873, stability_discharge=0.15148347383333238, id_charge=MPID(mp-1143147), id_discharge=MPID(mp-1324167))]",258.7032202,953.3508317,1135.020273,4182.67898,3.685113896,mp-1143147,mp-1324167,Cubic,230,-7.527000073,-1.912472325,0.009,2.85190382,Cubic,230,-8.526481346,-2.826759261,3.8458,6.69468213
mp-673105_Zn,Zn0-1Cu3(P2O7)2,Zn0Cu3(P2O7)2,Zn1Cu3(P2O7)2,Cu3(P2O7)2,Zn,1,0.0079314,0.051612192,"[InsertionVoltagePairDoc(max_delta_volume=0.03872333694104091, average_voltage=1.6207260874999965, capacity_grav=88.75637657918305, capacity_vol=350.55463589286404, energy_grav=143.84977495385567, energy_vol=568.1530434856273, fracA_charge=0.0, fracA_discharge=0.045454545454545456, formula_charge='Cu3(P2O7)2', formula_discharge='ZnCu3(P2O7)2', stability_charge=0.007931400476187456, stability_discharge=0.05161219161930575, id_charge=MPID(mp-673105), id_discharge=MPID(mp-1047150))]",88.75637658,143.849775,350.5546359,568.1530435,1.620726087,mp-673105,mp-1047150,Monoclinic,14,-6.938408356,-2.023061493,0.0,1.38373451,Monoclinic,14,-6.827625966,-2.078442888,0.3547,2.75931146
mp-757908_Li,Li0-1FeP2O7,Li0FeP2O7,Li1FeP2O7,FeP2O7,Li,1,0.110417407,0.043609397,"[InsertionVoltagePairDoc(max_delta_volume=0.09932590395633989, average_voltage=5.292931158333336, capacity_grav=113.21572119795302, capacity_vol=349.84154995627813, energy_grav=599.2430183418255, energy_vol=1851.687240243213, fracA_charge=0.0, fracA_discharge=0.09090909090909091, formula_charge='FeP2O7', formula_discharge='LiFeP2O7', stability_charge=0.11041740691666035, stability_discharge=0.043609396590909455, id_charge=MPID(mp-1048396), id_discharge=MPID(mp-757908))]",113.2157212,599.2430183,349.84155,1851.68724,5.292931158,mp-1048396,mp-757908,Monoclinic,14,-7.594741395,-2.201507345,0.3708,-0.13336685,Monoclinic,14,-7.559024361,-2.482545873,2.2834,1.50175423
mp-19470_Na,Na0-4Ni7(PO4)6,Na0Ni7(PO4)6,Na4Ni7(PO4)6,Ni7(PO4)6,Na,1,0.059097808,0.008354527,"[InsertionVoltagePairDoc(max_delta_volume=0.0007451242471774311, average_voltage=4.37764028905173, capacity_grav=99.94575973892462, capacity_vol=374.26744502370525, energy_grav=437.5265845530007, energy_vol=1638.4082462162253, fracA_charge=0.0, fracA_discharge=0.0975609756097561, formula_charge='Ni7(PO4)6', formula_discharge='Na4Ni7(PO4)6', stability_charge=0.059097808108111494, stability_discharge=0.008354526829268849, id_charge=MPID(mp-32385), id_discharge=MPID(mp-19470))]",99.94575974,437.5265846,374.267445,1638.408246,4.377640289,mp-32385,mp-19470,Monoclinic,12,-7.187618311,-2.006757881,0.0,0.88200415,Monoclinic,8,-7.042500972,-2.238063482,3.3517,2.77577113
mp-10033_Rb,Rb0-0.5NbS2,Rb0NbS2,Rb0.5NbS2,NbS2,Rb,1,0.0,0.100284027,"[InsertionVoltagePairDoc(max_delta_volume=0.12010341366245947, average_voltage=1.3009464174999998, capacity_grav=67.08075181494438, capacity_vol=306.2287778181354, energy_grav=87.2684637568585, energy_vol=398.3872314379067, fracA_charge=0.0, fracA_discharge=0.14285714285714285, formula_charge='NbS2', formula_discharge='Rb(NbS2)2', stability_charge=0.0, stability_discharge=0.10028402668571168, id_charge=MPID(mp-10033), id_discharge=MPID(mp-1219792))]",67.08075181,87.26846376,306.2287778,398.3872314,1.300946417,mp-10033,mp-1219792,Hexagonal,194,-7.473907362,-1.349172437,0.0,3.52598139,Trigonal,164,-6.732132094,-1.342283006,0.0,4.6865514
mp-1223180_Li,Li0-0.5LaCoSbPbO6,Li0LaCoSbPbO6,Li0.5LaCoSbPbO6,LaCoSbPbO6,Li,1,0.031080409,0.153997031,"[InsertionVoltagePairDoc(max_delta_volume=0.0638636901359535, average_voltage=-0.3036347516666591, capacity_grav=21.397856311454625, capacity_vol=156.31300181160697, energy_grav=-6.497132787327379, energy_vol=-47.462059487337314, fracA_charge=0.0, fracA_discharge=0.047619047619047616, formula_charge='LaCoSbPbO6', formula_discharge='LiLa2Co2Sb2(PbO6)2', stability_charge=0.031080408870547416, stability_discharge=0.15399703085056515, id_charge=MPID(mp-1223180), id_discharge=MPID(mp-1235261))]",21.39785631,-6.497132787,156.3130018,-47.46205949,-0.303634752,mp-1223180,mp-1235261,Monoclinic,7,-7.18821598,-2.230842056,1.5278,6.30252837,Triclinic,1,-6.922362272,-2.110152684,0.0,7.11129795
mp-752522_Li,Li2-4Fe2P4H3O16,Li2Fe2P4H3O16,Li4Fe2P4H3O16,Fe2P4H3O16,Li,1,0.062010756,0.02142687,"[InsertionVoltagePairDoc(max_delta_volume=0.03655137997279079, average_voltage=4.275043868333332, capacity_grav=102.6162549598104, capacity_vol=289.6519202700169, energy_grav=438.6889915572673, energy_vol=1238.2746657013108, fracA_charge=0.07407407407407407, fracA_discharge=0.13793103448275862, formula_charge='Li2Fe2P4H3O16', formula_discharge='Li4Fe2P4H3O16', stability_charge=0.06201075578704174, stability_discharge=0.021426870258616226, id_charge=MPID(mp-752522), id_discharge=MPID(mp-1177422))]",102.616255,438.6889916,289.6519203,1238.274666,4.275043868,mp-752522,mp-1177422,Triclinic,1,-7.089818039,-2.20994297,0.0,0.53722937,Triclinic,1,-7.027345536,-2.352363721,1.5845,1.77980215
mp-752633_Li,Li0-2Mn2CoO6,Li0Mn2CoO6,Li2Mn2CoO6,Mn2CoO6,Li,2,0.132325241,0.075873064,"[InsertionVoltagePairDoc(max_delta_volume=0.08598799425641057, average_voltage=4.335945943333319, capacity_grav=49.95128647994583, capacity_vol=197.3041093684238, energy_grav=216.58607797700157, energy_vol=855.4999526190106, fracA_charge=0.0, fracA_discharge=0.05263157894736842, formula_charge='Mn2CoO6', formula_discharge='LiMn4(CoO6)2', stability_charge=0.1323252405555584, stability_discharge=0.11715955539473999, id_charge=MPID(mp-752633), id_discharge=MPID(mp-1235264)), InsertionVoltagePairDoc(max_delta_volume=0.019680120834079995, average_voltage=3.78876959000001, capacity_grav=144.25546546143883, capacity_vol=580.4882492178997, energy_grav=546.5507207315962, energy_vol=2199.3362259891255, fracA_charge=0.05263157894736842, fracA_discharge=0.18181818181818182, formula_charge='LiMn4(CoO6)2', formula_discharge='Li2Mn2CoO6', stability_charge=0.11715955539473999, stability_discharge=0.07587306404958749, id_charge=MPID(mp-1235264), id_discharge=MPID(mp-754926))]",192.3406206,755.0453542,773.9843323,3038.324782,3.925563678,mp-752633,mp-754926,Orthorhombic,64,-7.556284866,-1.431827709,0.0,1.23884527,Orthorhombic,64,-7.243230625,-1.885234249,0.7765,2.13659629
mp-1041507_Mg,Mg0-3Ni3(AsO4)4,Mg0Ni3(AsO4)4,Mg3Ni3(AsO4)4,Ni3(AsO4)4,Mg,1,0.328381221,0.071067898,"[InsertionVoltagePairDoc(max_delta_volume=0.018858746237969015, average_voltage=4.329572010833336, capacity_grav=199.84401951625426, capacity_vol=813.183519691965, energy_grav=865.2390734300054, energy_vol=3520.7366065292704, fracA_charge=0.0, fracA_discharge=0.11538461538461539, formula_charge='Ni3(AsO4)4', formula_discharge='Mg3Ni3(AsO4)4', stability_charge=0.32838122146739934, stability_discharge=0.07106789778846068, id_charge=MPID(mp-1352913), id_discharge=MPID(mp-1041507))]",199.8440195,865.2390734,813.1835197,3520.736607,4.329572011,mp-1352913,mp-1041507,Monoclinic,14,-6.052344274,-1.046072111,0.0,-0.22460712,Monoclinic,14,-6.537776558,-1.924503485,2.3203,2.16104185
mp-25301_Ca,Ca0-1Ti(SiO3)2,Ca0Ti(SiO3)2,Ca1Ti(SiO3)2,Ti(SiO3)2,Ca,1,0.03947304,0.133747751,"[InsertionVoltagePairDoc(max_delta_volume=0.0859031464822444, average_voltage=0.9198173675000049, capacity_grav=223.2411249511803, capacity_vol=754.9549911750587, energy_grav=205.34106387033432, energy_vol=694.4207125636319, fracA_charge=0.0, fracA_discharge=0.1, formula_charge='Ti(SiO3)2', formula_discharge='CaTi(SiO3)2', stability_charge=0.03947304027777321, stability_discharge=0.1337477511190528, id_charge=MPID(mp-25301), id_discharge=MPID(mp-1157680))]",223.241125,205.3410639,754.9549912,694.4207126,0.919817368,mp-25301,mp-1157680,Monoclinic,15,-8.6873991,-3.305856201,3.3233,1.66039566,Monoclinic,15,-8.203182652,-3.159234055,0.0,7.57318895
mp-673697_Li,Li0.1-0.45MnO2,Li0.1MnO2,Li0.45MnO2,MnO2,Li,1,0.035578557,0.005299897,"[InsertionVoltagePairDoc(max_delta_volume=0.04668830873762597, average_voltage=3.9489408890476185, capacity_grav=104.15820202318193, capacity_vol=419.02310258545026, energy_grav=411.3145828990255, energy_vol=1654.6974632552794, fracA_charge=0.03225806451612903, fracA_discharge=0.13043478260869565, formula_charge='LiMn10O20', formula_discharge='Li9Mn20O40', stability_charge=0.03557855665323295, stability_discharge=0.005299896757247069, id_charge=MPID(mp-766948), id_discharge=MPID(mp-690161))]",104.158202,411.3145829,419.0231026,1654.697463,3.948940889,mp-766948,mp-690161,Tetragonal,88,-8.040203781,-1.830903913,0.0,2.50851473,Triclinic,1,-7.818806967,-2.04577723,0.4996,2.45933636
mp-9027_Zn,Zn0-0.5TiS2,Zn0TiS2,Zn0.5TiS2,TiS2,Zn,1,0.020232006,0.048440289,"[InsertionVoltagePairDoc(max_delta_volume=0.10725603560233221, average_voltage=0.3969087925000002, capacity_grav=185.21909686744013, capacity_vol=679.3530889872058, energy_grav=73.51508808559623, energy_vol=269.641214231057, fracA_charge=0.0, fracA_discharge=0.14285714285714285, formula_charge='TiS2', formula_discharge='Ti2ZnS4', stability_charge=0.020232005833332956, stability_discharge=0.04844028867346939, id_charge=MPID(mp-9027), id_discharge=MPID(mp-1410970))]",185.2190969,73.51508809,679.353089,269.6412142,0.396908793,mp-9027,mp-1410970,Cubic,227,-6.977377721,-1.587913804,0.0,4.30312135,Cubic,227,-6.27397536,-1.474471487,0.0,5.29672861
mp-781824_Li,Li5-8La4TiNb7O28,Li5La4TiNb7O28,Li8La4TiNb7O28,La4TiNb7O28,Li,1,0.046430411,0.031163729,"[InsertionVoltagePairDoc(max_delta_volume=0.006642077657857515, average_voltage=1.9413998599999946, capacity_grav=45.75336961835484, capacity_vol=226.03502292335745, energy_grav=88.82558537160209, energy_vol=438.82436185850173, fracA_charge=0.1111111111111111, fracA_discharge=0.16666666666666666, formula_charge='Li5La4TiNb7O28', formula_discharge='Li8La4TiNb7O28', stability_charge=0.046430410999995786, stability_discharge=0.031163729036466137, id_charge=MPID(mp-781824), id_discharge=MPID(mp-782001))]",45.75336962,88.82558537,226.0350229,438.8243619,1.94139986,mp-781824,mp-782001,Triclinic,1,-8.691561092,-3.215201576,0.7749,3.45494026,Monoclinic,8,-8.388983694,-3.135588969,0.0,5.37251947
mp-1400241_Ca,Ca0-0.25CoO2,Ca0CoO2,Ca0.25CoO2,CoO2,Ca,1,0.0,0.063257888,"[InsertionVoltagePairDoc(max_delta_volume=0.05201768638013249, average_voltage=3.2337793349999964, capacity_grav=132.74434987497654, capacity_vol=722.2852468858865, energy_grav=429.26593546370844, energy_vol=2335.71110535495, fracA_charge=0.0, fracA_discharge=0.07692307692307693, formula_charge='CoO2', formula_discharge='Ca(CoO2)4', stability_charge=0.0, stability_discharge=0.06325788846153912, id_charge=MPID(mp-1400906), id_discharge=MPID(mp-1400241))]",132.7443499,429.2659355,722.2852469,2335.711105,3.233779335,mp-1400906,mp-1400241,Tetragonal,87,-6.748878903,-1.080798968,0.5904,0.85252144,Monoclinic,8,-6.881515799,-1.495165099,0.0,3.53809951
mp-1043308_Zn,Zn0-1Cr(GeO3)2,Zn0Cr(GeO3)2,Zn1Cr(GeO3)2,Cr(GeO3)2,Zn,1,0.102335436,0.07047099,"[InsertionVoltagePairDoc(max_delta_volume=0.11287887551354658, average_voltage=1.1870967062500033, capacity_grav=149.44445780093977, capacity_vol=700.8197295590206, energy_grav=177.40502362281322, energy_vol=831.9407926345315, fracA_charge=0.0, fracA_discharge=0.1, formula_charge='Cr(GeO3)2', formula_discharge='ZnCr(GeO3)2', stability_charge=0.10233543648148657, stability_discharge=0.07047099000000046, id_charge=MPID(mp-1341686), id_discharge=MPID(mp-1648759))]",149.4444578,177.4050236,700.8197296,831.9407926,1.187096706,mp-1341686,mp-1648759,Monoclinic,15,-7.363487786,-1.964946762,0.6698,0.6819409,Triclinic,2,-6.990532709,-2.005871427,0.5417,2.74640998
mp-26081_Li,Li3-4Mn(PO4)2,Li3Mn(PO4)2,Li4Mn(PO4)2,Mn(PO4)2,Li,1,0.030164154,0.010621524,"[InsertionVoltagePairDoc(max_delta_volume=0.023543212088019017, average_voltage=4.041787503333329, capacity_grav=98.30183518160179, capacity_vol=256.1619574303642, energy_grav=397.3151289917307, energy_vol=1035.3521983714504, fracA_charge=0.21428571428571427, fracA_discharge=0.26666666666666666, formula_charge='Li3Mn(PO4)2', formula_discharge='Li4Mn(PO4)2', stability_charge=0.030164153551561768, stability_discharge=0.010621523999994942, id_charge=MPID(mp-881278), id_discharge=MPID(mp-26081))]",98.30183518,397.315129,256.1619574,1035.352198,4.041787503,mp-881278,mp-26081,Monoclinic,4,-7.254437087,-2.590217305,1.3018,1.80820769,Monoclinic,14,-7.167521972,-2.686988651,4.124,1.07927747
mp-26187_Li,Li0-3Mn2P5O16,Li0Mn2P5O16,Li3Mn2P5O16,Mn2P5O16,Li,2,0.003498224,0.017472125,"[InsertionVoltagePairDoc(max_delta_volume=0.0018644258802591462, average_voltage=4.495691788333322, capacity_grav=50.79151962171485, capacity_vol=139.60588031087403, energy_grav=228.34301768031423, energy_vol=627.625009716641, fracA_charge=0.0, fracA_discharge=0.041666666666666664, formula_charge='Mn2P5O16', formula_discharge='LiMn2P5O16', stability_charge=0.003498224384113513, stability_discharge=0.0030875844791697915, id_charge=MPID(mp-27026), id_discharge=MPID(mp-26188)), InsertionVoltagePairDoc(max_delta_volume=0.03351800139695982, average_voltage=3.8330633758333374, capacity_grav=98.97911691267178, capacity_vol=270.1566496610123, energy_grav=379.3932280102883, energy_vol=1035.527559553464, fracA_charge=0.041666666666666664, fracA_discharge=0.11538461538461539, formula_charge='LiMn2P5O16', formula_discharge='Li3Mn2P5O16', stability_charge=0.0030875844791697915, stability_discharge=0.017472124717851756, id_charge=MPID(mp-26188), id_discharge=MPID(mp-26187))]",148.4686754,601.8830296,405.2349745,1642.798075,4.053939513,mp-27026,mp-26187,Monoclinic,13,-7.869606655,-2.454044951,0.1232,0.84015916,Monoclinic,13,-7.6495977,-2.63864817,3.9853,1.60584077
mp-758915_Li,Li0.12-0.88FeBO3,Li0.12FeBO3,Li0.88FeBO3,FeBO3,Li,3,0.079460018,0.006709221,"[InsertionVoltagePairDoc(max_delta_volume=0.0036843827827270914, average_voltage=3.2479085383333244, capacity_grav=57.142567187020255, capacity_vol=182.90615918005102, energy_grav=185.59383186900874, energy_vol=594.0624761146419, fracA_charge=0.024390243902439025, fracA_discharge=0.06976744186046512, formula_charge='LiFe8(BO3)8', formula_discharge='Li3Fe8(BO3)8', stability_charge=0.07946001849592577, stability_discharge=0.06288897149712902, id_charge=MPID(mp-849747), id_discharge=MPID(mp-849619)), InsertionVoltagePairDoc(max_delta_volume=0.005601515494342735, average_voltage=3.0952338133333273, capacity_grav=56.30926436928578, capacity_vol=183.9307108647088, energy_grav=174.29033907973886, energy_vol=569.3085555788823, fracA_charge=0.06976744186046512, fracA_discharge=0.1111111111111111, formula_charge='Li3Fe8(BO3)8', formula_discharge='Li5Fe8(BO3)8', stability_charge=0.06288897149712902, stability_discharge=0.032620277208330606, id_charge=MPID(mp-849619), id_discharge=MPID(mp-761198)), InsertionVoltagePairDoc(max_delta_volume=0.007534745048858538, average_voltage=2.9725706233333304, capacity_grav=55.49991612389276, capacity_vol=182.55520394563607, energy_grav=164.97742026734747, energy_vol=542.6582363854227, fracA_charge=0.1111111111111111, fracA_discharge=0.14893617021276595, formula_charge='Li5Fe8(BO3)8', formula_discharge='Li7Fe8(BO3)8', stability_charge=0.032620277208330606, stability_discharge=0.0067092209042556306, id_charge=MPID(mp-761198), id_discharge=MPID(mp-1176890))]",166.4997484,517.0212887,547.6656118,1700.631882,3.105237658,mp-849747,mp-1176890,Triclinic,1,-8.109050805,-2.210143762,1.7295,1.08721294,Triclinic,1,-7.713958429,-2.324411068,0.0152,3.56129132
mp-32527_Mg,Mg0-1V(PO3)4,Mg0V(PO3)4,Mg1V(PO3)4,V(PO3)4,Mg,1,0.03306349,0.004801149,"[InsertionVoltagePairDoc(max_delta_volume=0.013188972960181289, average_voltage=3.164299142500003, capacity_grav=137.04488640493364, capacity_vol=392.55720330429915, energy_grav=433.6510165351418, energy_vol=1242.1684217979932, fracA_charge=0.0, fracA_discharge=0.05555555555555555, formula_charge='V(PO3)4', formula_discharge='MgV(PO3)4', stability_charge=0.0330634897059392, stability_discharge=0.004801148792727972, id_charge=MPID(mp-32527), id_discharge=MPID(mp-1045828))]",137.0448864,433.6510165,392.5572033,1242.168422,3.164299143,mp-32527,mp-1045828,Monoclinic,15,-7.817362999,-2.516618989,1.2795,1.05156413,Monoclinic,15,-7.823558295,-2.728395617,2.7247,3.67825423
mp-26673_Li,Li1-3V(PO4)2,Li1V(PO4)2,Li3V(PO4)2,V(PO4)2,Li,2,0.064427483,0.044250275,"[InsertionVoltagePairDoc(max_delta_volume=0.010932732892988906, average_voltage=4.242238933333344, capacity_grav=105.20029195614208, capacity_vol=283.9663384511806, energy_grav=446.2847743343806, energy_vol=1204.6530567337118, fracA_charge=0.08333333333333333, fracA_discharge=0.15384615384615385, formula_charge='LiV(PO4)2', formula_discharge='Li2V(PO4)2', stability_charge=0.06442748341667404, stability_discharge=0.04367964868589347, id_charge=MPID(mp-32471), id_discharge=MPID(mp-762897)), InsertionVoltagePairDoc(max_delta_volume=0.05638793969170264, average_voltage=3.1529074800000005, capacity_grav=102.41016940886543, capacity_vol=299.9786152182394, energy_grav=322.88978915727904, energy_vol=945.8048197616289, fracA_charge=0.15384615384615385, fracA_discharge=0.21428571428571427, formula_charge='Li2V(PO4)2', formula_discharge='Li3V(PO4)2', stability_charge=0.04367964868589347, stability_discharge=0.044250274702379855, id_charge=MPID(mp-762897), id_discharge=MPID(mp-757278))]",204.8203388,757.338197,599.9572304,2218.38578,3.697573207,mp-32471,mp-757278,Triclinic,1,-7.640148738,-2.523221906,1.3094,0.11950419,Triclinic,2,-7.349626929,-2.690986377,1.7605,2.37732868
