battery_id,battery_formula,formula_charge,formula_discharge,framework_formula,working_ion,num_steps,stability_charge,stability_discharge,adj_pairs,capacity_grav,energy_grav,capacity_vol,energy_vol,average_voltage,id_charge,id_discharge,charge_crystal_system,charge_space_group_number,discharge_crystal_system,discharge_space_group_number
mp-1045487_Al,Al0-0.5MnS2,Al0MnS2,Al0.5MnS2,MnS2,Al,1,0.011561333,0.072019049,"[InsertionVoltagePairDoc(max_delta_volume=0.1189374903954783, average_voltage=0.46687689166666735, capacity_grav=303.27837443583593, capacity_vol=1084.928274556902, energy_grav=141.59366476632275, energy_vol=506.527940506407, fracA_charge=0.0, fracA_discharge=0.14285714285714285, formula_charge='MnS2', formula_discharge='Mn2AlS4', stability_charge=0.011561333333332868, stability_discharge=0.07201904857142782, id_charge=MPID(mp-1386044), id_discharge=MPID(mp-1045487))]",303.2783744,141.5936648,1084.928275,506.5279405,0.466876892,mp-1386044,mp-1045487,Cubic,227,Orthorhombic,74
mp-1383064_Al,Al0-1CrO3,Al0CrO3,Al1CrO3,CrO3,Al,1,0.402243071,1.342757877,"[InsertionVoltagePairDoc(max_delta_volume=0.10689504359858426, average_voltage=1.0495078633333346, capacity_grav=633.2263233904066, capacity_vol=2446.745239660366, energy_grav=664.5760056678888, energy_vol=2567.8783685969584, fracA_charge=0.0, fracA_discharge=0.2, formula_charge='CrO3', formula_discharge='AlCrO3', stability_charge=0.4022430707500009, stability_discharge=1.3427578774999986, id_charge=MPID(mp-1429856), id_discharge=MPID(mp-1383064))]",633.2263234,664.5760057,2446.74524,2567.878369,1.049507863,mp-1429856,mp-1383064,Cubic,221,Tetragonal,123
mp-1043320_Al,Al0-1Cu3(NiO3)4,Al0Cu3(NiO3)4,Al1Cu3(NiO3)4,Cu3(NiO3)4,Al,1,0.116840968,0.227043694,"[InsertionVoltagePairDoc(max_delta_volume=0.04276434248491201, average_voltage=2.0891637733333375, capacity_grav=124.77684353382892, capacity_vol=721.8829684464934, energy_grav=260.67926126175746, energy_vol=1508.1317462647467, fracA_charge=0.0, fracA_discharge=0.05, formula_charge='Cu3(NiO3)4', formula_discharge='AlCu3(NiO3)4', stability_charge=0.11684096816886225, stability_discharge=0.22704369442708838, id_charge=MPID(mp-1043320), id_discharge=MPID(mp-1045829))]",124.7768435,260.6792613,721.8829684,1508.131746,2.089163773,mp-1043320,mp-1045829,Cubic,204,Monoclinic,12
mp-1041534_Al,Al0-1Mo(WO4)2,Al0Mo(WO4)2,Al1Mo(WO4)2,Mo(WO4)2,Al,1,0.096651677,0.092212929,"[InsertionVoltagePairDoc(max_delta_volume=0.036706026133404235, average_voltage=1.560872183333333, capacity_grav=129.9787703667206, capacity_vol=973.858602174392, energy_grav=202.8802470892851, energy_vol=1520.068802633891, fracA_charge=0.0, fracA_discharge=0.08333333333333333, formula_charge='Mo(WO4)2', formula_discharge='AlMo(WO4)2', stability_charge=0.09665167659090734, stability_discharge=0.09221292895833244, id_charge=MPID(mp-1041534), id_discharge=MPID(mp-1041813))]",129.9787704,202.8802471,973.8586022,1520.068803,1.560872183,mp-1041534,mp-1041813,Monoclinic,13,Monoclinic,13
mp-129_Al,Al0-12Mo,Al0Mo,Al12Mo,Mo,Al,1,0.0,0.011445595,"[InsertionVoltagePairDoc(max_delta_volume=12.723893064606141, average_voltage=0.04312143250000015, capacity_grav=2298.8107644274346, capacity_vol=7346.232301868708, energy_grav=99.12801320853136, energy_vol=316.7800603343522, fracA_charge=0.0, fracA_discharge=0.9230769230769231, formula_charge='Mo', formula_discharge='Al12Mo', stability_charge=0.0, stability_discharge=0.011445594615390853, id_charge=MPID(mp-129), id_discharge=MPID(mp-550))]",2298.810764,99.12801321,7346.232302,316.7800603,0.043121433,mp-129,mp-550,Cubic,229,Cubic,204
mp-1042304_Al,Al0-1Ni(WO4)2,Al0Ni(WO4)2,Al1Ni(WO4)2,Ni(WO4)2,Al,1,0.214559141,0.043112197,"[InsertionVoltagePairDoc(max_delta_volume=0.09425474920054588, average_voltage=3.0664238466666682, capacity_grav=138.30639763795472, capacity_vol=1029.726776571225, energy_grav=424.1060358635869, energy_vol=3157.5787432292045, fracA_charge=0.0, fracA_discharge=0.08333333333333333, formula_charge='Ni(WO4)2', formula_discharge='AlNi(WO4)2', stability_charge=0.21455914090909012, stability_discharge=0.04311219708333347, id_charge=MPID(mp-1042304), id_discharge=MPID(mp-1254576))]",138.3063976,424.1060359,1029.726777,3157.578743,3.066423847,mp-1042304,mp-1254576,Monoclinic,13,Triclinic,1
mp-1043118_Al,Al0-1Cu3(MoO3)4,Al0Cu3(MoO3)4,Al1Cu3(MoO3)4,Cu3(MoO3)4,Al,1,0.012036357,0.328709611,"[InsertionVoltagePairDoc(max_delta_volume=0.03214904315223621, average_voltage=-0.06715958666666921, capacity_grav=101.34515601838969, capacity_vol=592.457584719143, energy_grav=-6.806298788864155, energy_vol=-39.789206507270805, fracA_charge=0.0, fracA_discharge=0.05, formula_charge='Cu3(MoO3)4', formula_discharge='AlCu3(MoO3)4', stability_charge=0.012036356541352156, stability_discharge=0.3287096109999972, id_charge=MPID(mp-1043118), id_discharge=MPID(mp-1045851))]",101.345156,-6.806298789,592.4575847,-39.78920651,-0.067159587,mp-1043118,mp-1045851,Trigonal,148,Cubic,204
mp-3861_Al,Al0-0.25MoS2,Al0MoS2,Al0.25MoS2,MoS2,Al,1,0.267543036,0.025277966,"[InsertionVoltagePairDoc(max_delta_volume=0.07047743297813658, average_voltage=1.2103568433333318, capacity_grav=120.49914281705863, capacity_vol=564.0355815064759, energy_grav=145.8469621244274, energy_vol=682.6843259598584, fracA_charge=0.0, fracA_discharge=0.07692307692307693, formula_charge='MoS2', formula_discharge='Al(MoS2)4', stability_charge=0.2675430358333335, stability_discharge=0.0252779662820517, id_charge=MPID(mp-1405065), id_discharge=MPID(mp-554868))]",120.4991428,145.8469621,564.0355815,682.684326,1.210356843,mp-1405065,mp-554868,Cubic,216,Trigonal,160
mp-1048148_Al,Al0.33-0.67CuO2,Al0.33CuO2,Al0.67CuO2,CuO2,Al,1,0.638301203,0.31611225,"[InsertionVoltagePairDoc(max_delta_volume=0.06305433049830311, average_voltage=3.6268189666666637, capacity_grav=236.0688167660088, capacity_vol=1068.1055520472028, energy_grav=856.1788620855181, energy_vol=3873.8254745667623, fracA_charge=0.1, fracA_discharge=0.18181818181818182, formula_charge='Al(CuO2)3', formula_discharge='Al2(CuO2)3', stability_charge=0.6383012031875008, stability_discharge=0.31611224954544603, id_charge=MPID(mp-1394351), id_discharge=MPID(mp-1048148))]",236.0688168,856.1788621,1068.105552,3873.825475,3.626818967,mp-1394351,mp-1048148,Monoclinic,12,Monoclinic,12
mp-998981_Al,Al1-3Ti,Al1Ti,Al3Ti,Ti,Al,1,0.141591155,0.024496215,"[InsertionVoltagePairDoc(max_delta_volume=0.9562924420330603, average_voltage=0.16024498499999998, capacity_grav=1248.4036154151197, capacity_vol=4248.421059693514, energy_grav=200.0504186261416, energy_vol=680.7881689842711, fracA_charge=0.5, fracA_discharge=0.75, formula_charge='TiAl', formula_discharge='TiAl3', stability_charge=0.14159115499999952, stability_discharge=0.0244962150000001, id_charge=MPID(mp-1061123), id_discharge=MPID(mp-998981))]",1248.403615,200.0504186,4248.42106,680.788169,0.160244985,mp-1061123,mp-998981,Cubic,221,Cubic,221
